Ref_produit,Categorie,Description,Marque
FSP:GACH00Z00DEDPM,Extensions de garantie et support,"Fujitsu Service Pack, 3Y -> 4Y, Collect & Return. Nombre d'années: 4 année(s), Type: ""Pick-up &amp; return""",Fujitsu
FSP:GADH00Z00DEDPE,Extensions de garantie et support,"Fujitsu Service Pack, 4Y -> 5Y, Collect & Return. Nombre d'années: 5 année(s), Type: ""Pick-up &amp; return""",Fujitsu
FSP:GADH00Z00DEDPH,Extensions de garantie et support,"Fujitsu Service Pack, 4Y -> 5Y, Collect & Return. Nombre d'années: 5 année(s), Type: ""Pick-up &amp; return""",Fujitsu
FSP:GADH00Z00DEDPM,Extensions de garantie et support,"Fujitsu Service Pack, 4Y -> 5Y, Collect & Return. Nombre d'années: 5 année(s), Type: ""Pick-up &amp; return""",Fujitsu
FSP:GAGH00Z00DEDPE,Extensions de garantie et support,"Fujitsu Service Pack, 3Y -> 5Y, Collect & Return. Nombre d'années: 5 année(s), Type: ""Pick-up &amp; return""",Fujitsu
FSP:GAGH00Z00DEDPH,Extensions de garantie et support,"Fujitsu Service Pack, 3Y -> 5Y, Collect & Return. Nombre d'années: 5 année(s), Type: ""Pick-up &amp; return""",Fujitsu
FSP:GAGH00Z00DEDPM,Extensions de garantie et support,"Fujitsu Service Pack, 3Y -> 5Y, Collect & Return. Nombre d'années: 5 année(s), Type: ""Pick-up &amp; return""",Fujitsu
KL1137GBCFS-MLI,Security Software,"Kaspersky Anti-Virus 2011, 3u. Quantité de licences: 3 licence(s), Durée de licence (en années): 1 année(s). Espace disque minimal: 480 Mo, Mémoire vive (RAM) minimale: 512 Mo. Type de logiciel: Boîte",Kaspersky
MM 59-BP,Batteries de l'onduleur,"APC RBC59. Technologie batterie: Sealed Lead Acid (VRLA), Nombre de batteries incluses: 2 pièce(s), Autonomie batterie: 5 année(s). Poids: 5,34 kg, Largeur: 149 mm, Hauteur: 64 mm. Largeur du colis: 229 mm, Hauteur du colis: 305 mm, Profondeur du colis: 102 mm",APC
NT922GE,Laptops,"Lenovo ThinkPad T410. Famille de processeur: Intel® Core™ i5, Modèle de processeur: i5-520M, Fréquence du processeur: 2,4 GHz. Taille de l'écran: 35,8 cm (14.1""), Résolution de l'écran: 1280 x 800 pixels. Mémoire interne: 2 Go, Type de mémoire interne: DDR3-SDRAM. Capacité totale de stockage: 320 Go, Lecteur optique: DVD-RW. Modèle d'adaptateur graphique inclus: Intel® HD Graphics, Modèle d'adaptateur graphique distinct: Intel® GMA. Système d'exploitation installé: Windows 7 Professional. Couleur du produit: Noir. Poids: 2,23 kg",Lenovo
NT92PGE,Laptops,"Lenovo ThinkPad T410. Famille de processeur: Intel® Core™ i5, Modèle de processeur: i5-540M, Fréquence du processeur: 2,53 GHz. Taille de l'écran: 35,8 cm (14.1""), Résolution de l'écran: 1280 x 800 pixels. Mémoire interne: 2 Go, Type de mémoire interne: DDR3-SDRAM. Capacité totale de stockage: 250 Go, Lecteur optique: DVD-RW. Modèle d'adaptateur graphique inclus: Intel® HD Graphics, Modèle d'adaptateur graphique distinct: Intel® GMA. Système d'exploitation installé: Windows 7 Professional. Couleur du produit: Noir. Poids: 2,23 kg",Lenovo
NT92QGE,Laptops,"Lenovo ThinkPad T410. Famille de processeur: Intel® Core™ i5, Modèle de processeur: i5-520M, Fréquence du processeur: 2,4 GHz. Taille de l'écran: 35,8 cm (14.1""), Résolution de l'écran: 1280 x 800 pixels. Mémoire interne: 2 Go, Type de mémoire interne: DDR3-SDRAM. Capacité totale de stockage: 250 Go, Lecteur optique: DVD-RW. Modèle d'adaptateur graphique inclus: Intel® HD Graphics, Modèle d'adaptateur graphique distinct: Intel® GMA. Système d'exploitation installé: Windows 7 Professional. Couleur du produit: Noir. Poids: 2,23 kg",Lenovo
NT92SGE,Laptops,"Lenovo ThinkPad T410. Famille de processeur: Intel® Core™ i5, Modèle de processeur: i5-540M, Fréquence du processeur: 2,53 GHz. Taille de l'écran: 35,8 cm (14.1""), Résolution de l'écran: 1280 x 800 pixels. Mémoire interne: 2 Go, Type de mémoire interne: DDR3-SDRAM. Capacité totale de stockage: 250 Go, Lecteur optique: DVD-RW. Modèle d'adaptateur graphique inclus: Intel® HD Graphics, Modèle d'adaptateur graphique distinct: Intel® GMA. Système d'exploitation installé: Windows 7 Professional. Couleur du produit: Noir. Poids: 2,23 kg",Lenovo
NTDBMGE,Laptops,"Lenovo ThinkPad G550. Famille de processeur: Intel® Pentium® double cœur, Modèle de processeur: T4500, Fréquence du processeur: 2,3 GHz. Taille de l'écran: 39,6 cm (15.6""), Résolution de l'écran: 1366 x 768 pixels. Mémoire interne: 1 Go, Type de mémoire interne: DDR3-SDRAM. Capacité totale de stockage: 320 Go, Lecteur optique: DVD-RW. Modèle d'adaptateur graphique distinct: Intel® GMA 4500M. Système d'exploitation installé: Windows 7 Home Premium. Couleur du produit: Noir. Poids: 2,55 kg",Lenovo
NVI66GE+45N6678+73Y2616,Laptops,"Lenovo ThinkPad L512 + 45N6678 + 73Y2616. Famille de processeur: Intel® Core™ i3, Modèle de processeur: i3-370M, Fréquence du processeur: 2,4 GHz. Taille de l'écran: 39,6 cm (15.6""), Résolution de l'écran: 1366 x 768 pixels. Mémoire interne: 2 Go, Type de mémoire interne: DDR3-SDRAM. Capacité totale de stockage: 320 Go, Lecteur optique: DVD-RW. Modèle d'adaptateur graphique inclus: Intel® HD Graphics. Système d'exploitation installé: Windows 7 Professional. Couleur du produit: Noir. Poids: 2,56 kg",Lenovo
RUN:K1331-V160,Écrans plats de PC,"Fujitsu Displays E19W-5. Taille de l'écran: 48,3 cm (19""), Résolution de l'écran: 1440 x 900 pixels, Temps de réponse: 5 ms, Format d'image: 16:10, Angle de vision horizontal: 170°, Angle de vision vertical: 170°. Couleur du produit: Noir",Fujitsu
RUN:K1332-V160,Écrans plats de PC,"Fujitsu E line E22W-5. Taille de l'écran: 55,9 cm (22""), Résolution de l'écran: 1680 x 1050 pixels, Temps de réponse: 5 ms, Format d'image: 16:10, Angle de vision horizontal: 170°, Angle de vision vertical: 170°. Couleur du produit: Noir",Fujitsu
S26361-F2856-L401,Cartes graphiques,"Fujitsu S26361-F2856-L401. Mémoire carte graphique distincte: 2 Go, Type de mémoire de l'adaptateur graphique: GDDR5, Mémoire Bus: 256 bit. Résolution maximale: 2560 x 1600 pixels. Version DirectX: 11, Version OpenGL: 4.1, DVI dual-link. Type d'interface: PCI Express x16. Type de refroidissement: Actif",Fujitsu
S26361-F2856-L501,Cartes graphiques,"Fujitsu S26361-F2856-L501. Mémoire carte graphique distincte: 2,5 Go, Type de mémoire de l'adaptateur graphique: GDDR5, Mémoire Bus: 320 bit. Résolution maximale: 2560 x 1600 pixels. Version DirectX: 11, Version OpenGL: 4.1, DVI dual-link. Type d'interface: PCI Express x16",Fujitsu
S26361-F3632-L100,Disques durs,"Fujitsu S26361-F3632-L100. Taille du disque dur: 3.5"", Capacité disque dur: 600 Go, Vitesse de rotation du disque dur: 10000 tr/min",Fujitsu
S26361-K1369-V160,Écrans plats de PC,"Fujitsu Displays SL27T-1LED. Taille de l'écran: 68,6 cm (27""), Résolution de l'écran: 1920 x 1080 pixels, Type HD: Full HD, Temps de réponse: 5 ms, Format d'image: 16:9, Angle de vision horizontal: 176°, Angle de vision vertical: 170°. Couleur du produit: Noir",Fujitsu
S26381-K564-L402,Claviers,"Fujitsu LX900. Technologie de connectivité: Sans fil, Interface de l'appareil: RF sans fil, Nombre de touches du clavier: 104. Couleur du produit: Noir. Souris incluse",Fujitsu
S26381-K564-L404,Claviers,"Fujitsu LX900. Technologie de connectivité: Sans fil, Interface de l'appareil: RF sans fil, Nombre de touches du clavier: 104. Couleur du produit: Noir. Souris incluse",Fujitsu
S26381-K564-L411,Claviers,"Fujitsu LX900. Technologie de connectivité: Sans fil, Interface de l'appareil: RF sans fil, Nombre de touches du clavier: 104. Couleur du produit: Noir. Souris incluse",Fujitsu
S26381-K564-L412,Claviers,"Fujitsu LX900. Technologie de connectivité: Sans fil, Interface de l'appareil: RF sans fil, Nombre de touches du clavier: 104. Couleur du produit: Noir. Souris incluse",Fujitsu
S26381-K564-L430,Claviers,"Fujitsu LX900. Technologie de connectivité: Sans fil, Interface de l'appareil: RF sans fil, Nombre de touches du clavier: 105. Couleur du produit: Noir. Souris incluse",Fujitsu
S26381-K564-L440,Claviers,"Fujitsu LX900. Technologie de connectivité: Sans fil, Interface de l'appareil: RF sans fil, Nombre de touches du clavier: 104. Couleur du produit: Noir. Souris incluse",Fujitsu
S26381-K564-L454,Claviers,"Fujitsu LX900. Technologie de connectivité: Sans fil, Interface de l'appareil: RF sans fil, Nombre de touches du clavier: 104. Couleur du produit: Noir. Souris incluse",Fujitsu
S26381-K564-L465,Claviers,"Fujitsu LX900. Technologie de connectivité: Sans fil, Interface de l'appareil: RF sans fil, Nombre de touches du clavier: 104. Couleur du produit: Noir. Souris incluse",Fujitsu
S26381-K564-L466,Claviers,"Fujitsu LX900. Technologie de connectivité: Sans fil, Interface de l'appareil: RF sans fil, Nombre de touches du clavier: 104. Couleur du produit: Noir. Souris incluse",Fujitsu
S26381-K564-L470,Claviers,"Fujitsu LX900. Technologie de connectivité: Sans fil, Interface de l'appareil: RF sans fil, Nombre de touches du clavier: 104. Couleur du produit: Noir. Souris incluse",Fujitsu
S26381-K564-L475,Claviers,"Fujitsu LX900. Technologie de connectivité: Sans fil, Interface de l'appareil: RF sans fil, Nombre de touches du clavier: 104. Couleur du produit: Noir. Souris incluse",Fujitsu
S26381-K564-L480,Claviers,"Fujitsu LX900. Technologie de connectivité: Sans fil, Interface de l'appareil: RF sans fil, Nombre de touches du clavier: 104. Couleur du produit: Noir. Souris incluse",Fujitsu
S26381-K564-L485,Claviers,"Fujitsu LX900. Technologie de connectivité: Sans fil, Interface de l'appareil: RF sans fil, Nombre de touches du clavier: 104. Couleur du produit: Noir. Souris incluse",Fujitsu
S26381-K564-L489,Claviers,"Fujitsu LX900. Technologie de connectivité: Sans fil, Interface de l'appareil: RF sans fil, Nombre de touches du clavier: 104. Couleur du produit: Noir. Souris incluse",Fujitsu
S26381-K564-L491,Claviers,"Fujitsu LX900. Technologie de connectivité: Sans fil, Interface de l'appareil: RF sans fil, Nombre de touches du clavier: 104. Couleur du produit: Noir. Souris incluse",Fujitsu
S26391-F7136-L5,Webcams,"Fujitsu 130 HD2. Mégapixel: 1,3 MP, Résolution vidéo maximale: 1280 x 1024 pixels, Cadence maximale: 30 ips. Interface: USB 2.0, Couleur du produit: Noir, Rouge, Argent, Type de montage: Clip. Largeur: 65 mm, Profondeur: 62 mm, Hauteur: 20 mm. Mémoire vive (RAM) minimale: 256 Mo. Espace disque minimal: 200 Mo, Systèmes d'exploitation compatibles: Microsoft Windows 7, Windows Vista",Fujitsu
STCB6GE,PC/postes de travail,"Lenovo ThinkCentre M90. Fréquence du processeur: 2,93 GHz, Famille de processeur: Intel® Core™ i3, Modèle de processeur: i3-530. Mémoire interne: 4 Go, Type de mémoire interne: DDR3-SDRAM, Fréquence de la mémoire: 1333 MHz. Capacité totale de stockage: 320 Go, Lecteur optique: DVD Super Multi DL. Modèle d'adaptateur graphique inclus: Intel® HD Graphics, Modèle d'adaptateur graphique distinct: Intel HD. Système d'exploitation installé: Windows XP Professional. Alimentation d'énergie: 240 W. Type de châssis: SFF. Type de produit: PC. Couleur du produit: Noir",Lenovo
VBEA5NX,PC/postes de travail,"Lenovo ThinkCentre A70. Fréquence du processeur: 2,93 GHz, Famille de processeur: Intel® Core™2 Duo, Modèle de processeur: E7500. Mémoire interne: 2 Go, Type de mémoire interne: DDR3-SDRAM. Capacité totale de stockage: 320 Go, Lecteur optique: DVD-RW. Modèle d'adaptateur graphique distinct: Intel® GMA X4500. Système d'exploitation installé: Windows 7 Professional. Alimentation d'énergie: 180 W. Type de châssis: Tower. Type de produit: PC. Poids: 10,5 kg. Couleur du produit: Noir",Lenovo
1215N-SIV033M,Laptops,"ASUS Eee PC 1215N. Type de produit: Netbook. Famille de processeur: Intel Atom®, Modèle de processeur: D525, Fréquence du processeur: 1,8 GHz. Taille de l'écran: 30,7 cm (12.1""), Résolution de l'écran: 1366 x 768 pixels. Mémoire interne: 2 Go, Type de mémoire interne: DDR3-SDRAM. Système d'exploitation installé: Windows 7 Home Premium. Couleur du produit: Argent. Poids: 1,46 kg",ASUS
1215N-BLK039M,Laptops,"ASUS Eee PC 1215N. Type de produit: Netbook. Famille de processeur: Intel Atom®, Modèle de processeur: D525, Fréquence du processeur: 1,8 GHz. Taille de l'écran: 30,7 cm (12.1""), Résolution de l'écran: 1366 x 768 pixels. Mémoire interne: 2 Go, Type de mémoire interne: DDR3-SDRAM. Système d'exploitation installé: Windows 7 Home Premium. Couleur du produit: Noir. Poids: 1,46 kg",ASUS
DSC-WX5N,Appareils photos numériques,"Sony Cyber-shot WX5 Appareil photo numérique compact. Type d'appareil photo: Appareil-photo compact, Mégapixel: 12,2 MP, Taille du capteur d'image: 1/2.3"", Type de capteur: CMOS, Résolution d'image maximale: 4320 x 3240 pixels. Zoom optique: 5x, Zoom numérique: 10x, Longueur focale: 4.25 - 21.25 mm. Type HD: Full HD, Résolution vidéo maximale: 640 x 480 pixels. Taille de l'écran: 7,11 cm (2.8""). Poids: 130 g. Couleur du produit: Or",Sony
KDL-46EX710AEP,TV,"Sony KDL-46EX710AEP. Taille de l'écran: 116,8 cm (46""), Résolution de l'écran: 1920 x 1080 pixels, Type HD: Full HD, Technologie d'affichage: LCD, Format d'image: 16:9. Couleur du produit: Noir",Sony
KDL55EX710AEP,TV,"Sony KDL55EX710. Taille de l'écran: 139,7 cm (55""), Résolution de l'écran: 1920 x 1080 pixels, Type HD: Full HD. Compatibilité 3D. Couleur du produit: Noir",Sony
NT93GMD,Laptops,"Lenovo ThinkPad T410. Famille de processeur: Intel® Core™ i7, Modèle de processeur: i7-620M, Fréquence du processeur: 2,66 GHz. Taille de l'écran: 35,8 cm (14.1""), Résolution de l'écran: 1280 x 800 pixels. Mémoire interne: 4 Go, Type de mémoire interne: DDR3-SDRAM. Capacité totale de stockage: 250 Go, Lecteur optique: DVD-RW. Modèle d'adaptateur graphique inclus: Intel® HD Graphics, Modèle d'adaptateur graphique distinct: Intel® GMA. Système d'exploitation installé: Windows 7 Professional. Couleur du produit: Noir. Poids: 2,23 kg",Lenovo
NWZS754B,Lecteurs et enregistreurs MP3/MP4,Sony NWZ-S754B. Capacité totale de stockage: 8 Go. Écran: LCD. Radio FM. Lecture audio en continu: 50 h. Poids: 55 g. Couleur du produit: Noir,Sony
NWZS754L,Lecteurs et enregistreurs MP3/MP4,Sony NWZ-S754L. Capacité totale de stockage: 8 Go. Écran: LCD. Radio FM. Lecture audio en continu: 50 h. Poids: 55 g. Couleur du produit: Bleu,Sony
NWZS754PI,Lecteurs et enregistreurs MP3/MP4,Sony NWZS754PI. Capacité totale de stockage: 8 Go. Radio FM. Lecture audio en continu: 50 h. Couleur du produit: Rose,Sony
NWZS754W,Lecteurs et enregistreurs MP3/MP4,Sony NWZ-S754W. Capacité totale de stockage: 8 Go. Écran: LCD. Radio FM. Lecture audio en continu: 50 h. Poids: 55 g. Couleur du produit: Blanc,Sony
NWZS755B,Lecteurs et enregistreurs MP3/MP4,Sony NWZ-S755B. Capacité totale de stockage: 16 Go. Écran: LCD. Radio FM. Lecture audio en continu: 50 h. Poids: 55 g. Couleur du produit: Noir,Sony
NWZS755L,Lecteurs et enregistreurs MP3/MP4,Sony NWZ-S755L. Capacité totale de stockage: 16 Go. Écran: LCD. Radio FM. Lecture audio en continu: 50 h. Poids: 55 g. Couleur du produit: Bleu,Sony
NWZS755W,Lecteurs et enregistreurs MP3/MP4,Sony NWZ-S755W. Capacité totale de stockage: 16 Go. Écran: LCD. Radio FM. Lecture audio en continu: 50 h. Poids: 55 g. Couleur du produit: Blanc,Sony
KE970-BLACK,Téléphones portables,"LG KE970. Format: Glissière. Capacité de la carte SIM: SIM unique. Taille de l'écran: 5,59 cm (2.2""), Résolution de l'écran: 240 x 320 pixels. Résolution de la caméra arrière (numerique): 2 MP. Wifi. Bluetooth. Technologie batterie: Lithium-Ion (Li-Ion), Capacité de la batterie: 750 mAh, Délai d'attente (2G): 280 h. Poids: 119 g. Couleur du produit: Noir",LG
SBPP0018548,Pièces de rechange de téléphones portables,"LG SBPP0018548. Type de produit: Batterie, Couleur du produit: Noir, Technologie batterie: Lithium-Ion (Li-Ion). Produits compatibles: LG KG120/KP202/KG290",LG
TARTSS178EU50,Étuis pour tablette,"Targus TSS178EU. Compatibilité: iPad 9.7”, Taille maximale de l’écran: 24,6 cm (9.7""). Poids: 200 g",Targus
LP08WSLSB/EN,Cadres photos numériques,"Samsung 800W. Taille de l'écran: 20,3 cm (8""), Résolution de l'écran: 800 x 600 pixels, Luminosité de l'écran: 250 cd/m². Formats d'image supportés: BMP, JPG, Formats audio pris en charge: MP3, WAV. Mémoire interne: 1000 Mo, Cartes mémoire compatibles: SD, SDHC. Interface: USB 2.0. Puissance de haut-parleur: 1,4 W",Samsung
LP10WSLSB/EN,Cadres photos numériques,"Samsung 1000W. Taille de l'écran: 25,4 cm (10""), Résolution de l'écran: 1024 x 768 pixels, Luminosité de l'écran: 250 cd/m². Formats d'image supportés: BMP, JPG, Formats audio pris en charge: MP3, WAV. Mémoire interne: 1000 Mo, Cartes mémoire compatibles: SD, SDHC. Interface: USB 2.0. Puissance de haut-parleur: 1,4 W",Samsung
AP858AX2,Disques durs,"HP 300GB SAS 15000RPM. Taille du disque dur: 3.5"", Capacité disque dur: 300 Go, Vitesse de rotation du disque dur: 15000 tr/min",HP
AP859AX2,Disques durs,"HP 450GB SAS 15000RPM. Taille du disque dur: 3.5"", Capacité disque dur: 450 Go, Vitesse de rotation du disque dur: 15000 tr/min",HP
VPCEA27FL/P,Laptops,"Sony AW Vaio EA27. Famille de processeur: Intel® Core™ i3, Modèle de processeur: i3-350M, Fréquence du processeur: 2,26 GHz. Taille de l'écran: 35,6 cm (14""), Type HD: HD+, Résolution de l'écran: 1600 x 900 pixels. Mémoire interne: 4 Go, Type de mémoire interne: DDR3-SDRAM. Capacité totale de stockage: 500 Go, Lecteur optique: DVD-RW. Modèle d'adaptateur graphique inclus: Intel® HD Graphics, Modèle d'adaptateur graphique distinct: AMD Radeon HD 5145. Système d'exploitation installé: Windows 7 Home Premium. Couleur du produit: Rose. Poids: 2,35 kg",Sony
VPCS120FL,Laptops,"Sony VAIO VPCS120FL. Famille de processeur: Intel® Core™ i3, Modèle de processeur: i3-350M, Fréquence du processeur: 2,26 GHz. Taille de l'écran: 33,8 cm (13.3""), Résolution de l'écran: 1366 x 768 pixels. Mémoire interne: 4 Go, Type de mémoire interne: DDR3-SDRAM. Capacité totale de stockage: 500 Go, Lecteur optique: DVD Super Multi. Modèle d'adaptateur graphique inclus: Intel® HD Graphics, Modèle d'adaptateur graphique distinct: NVIDIA® GeForce® 310M. Système d'exploitation installé: Windows 7 Home Premium. Couleur du produit: Violet. Poids: 2 kg",Sony
