Ref_produit,Categorie,Description,Marque
LC-40LX700E,TV,"Sharp LC-40LX700E. Taille de l'écran: 101,6 cm (40""), Résolution de l'écran: 1920 x 1080 pixels, Type HD: Full HD, Technologie d'affichage: LCD, Luminosité de l'écran: 450 cd/m², Temps de réponse: 4 ms, Format d'image: 16:9. Couleur du produit: Noir",Sharp
HF22G260,Micro-ondes,"Siemens HF22G260. Placement de l'appareil: Intégré, Capacité intérieure: 25 L, Puissance du micro-onde: 900 W, Type de commande: Rotatif, Couleur du produit: Blanc",Siemens
MRW68E-D1,Lecteurs de carte mémoire,"Sony MRW68ED1. Cartes mémoire compatibles: Clé USB (MS), microSDHC, miniSD, miniSDHC, MMCmicro, MS Duo, MS PRO Duo, MS Pro-HG, SD, SDHC, Couleur du produit: Noir, Taux de transfert de données: 480 Mbit/s. Type d'interface: USB 2.0. Poids: 11 g. Dimensions (LxPxH): 31,7 x 57 x 11,2 mm, Type d'alimentation d'énergie: DC",Sony
UU976E,Services de support IT,HP 1 year Support Plus 24 P4500 G2 Storage System Hardware Support,HP
UU937E,Extensions de garantie et support,HP 3yNbd+DMR TROY LJ 9050 Security Supp,HP
UU946E,Extensions de garantie et support,HP 4yNbd+DMR TROY LJ M3035 Security Supp,HP
UN008A,Extensions de garantie et support,HP 2y House Call/ADP Netbook/Mini NB SVC,HP
T2775DBE,Systèmes d'exploitation,HP -UX 11i v3 Serviceguard Cluster File System E-LTU,HP
T2771DBE,Systèmes d'exploitation,HP -UX 11i v3 Serviceguard Storage Management E-LTU,HP
UN022E,Extensions de garantie et support,HP 4y House Call/ADP Pavilion Ntbk SVC,HP
UN023A,Extensions de garantie et support,HP 4y HseCall/ADP TouchSmart/HDX/Envy NB,HP
UN021A,Extensions de garantie et support,HP 4y House Call/ADP /Presario NB SVC,HP
UN023E,Extensions de garantie et support,HP 4y HseCall/ADP TouchSmart/HDX/Envy NB,HP
UU938PE,Extensions de garantie et support,HP 1y PW Nbd TROY LJ 9050 Security Supp,HP
BK414AA,PC/postes de travail,HP Compaq Presario CQ3257CX Desktop PC,HP
UU950PE,Extensions de garantie et support,HP 1y PW Nbd TROY LJ M4345 Security Supp,HP
UM986E,Extensions de garantie et support,HP 4 year 3-day Onsite Response for 1-year warranty /Compaq Mini Netbook,HP
UM988A,Extensions de garantie et support,HP 4y House Call TouchSmart/HDX/Envy NB,HP
UU947E,Extensions de garantie et support,HP 5yNbd+DMR TROY LJ M3035 Security Supp,HP
WG727AT,Processeurs,HP Intel Xeon E5507 2.26GHz 4MB 800 FSB Quad Core 2nd Processor,HP
T8685DBE,Systèmes d'exploitation,HP -UX 11i v3 Integrity HA-OE w/ServiceGuard CFS E-LTU,HP
BK412AA,PC/postes de travail,HP Compaq Presario CQ3259CN Desktop PC,HP
UU942E,Extensions de garantie et support,HP 3y Nbd TROY LJ M3035 Security HW Supp,HP
UU936E,Extensions de garantie et support,HP 3y Nbd TROY LJ P9050 Security HW Supp,HP
UN018A,Extensions de garantie et support,HP 4y House Call /Presario Ntbk SVC,HP
UL738PE,Extensions de garantie et support,HP 1y PW 4h 9x5 DMR Onsite WS Support,HP
UM953A,Extensions de garantie et support,HP 3y House Call Netbook/Mini NB SVC,HP
UU975E,Services de support IT,HP 1 year Support Plus P4500 G2 Storage System Hardware Support,HP
WG728AA,Processeurs,"HP WG728AA. Famille de processeur: Intel® Xeon® séquence 5000, Socket de processeur (réceptable de processeur): Socket B (LGA 1366), Lithographie du processeur: 32 nm. Canaux de mémoire: Triple canal, Mémoire interne maximum prise en charge par le processeur: 288 Go, Vitesses d'horloge de mémoire prises en charge par le processeur: 800,1066 MHz. Segment de marché: Serveur",HP
UN024E,Extensions de garantie et support,HP 1y House Call/ADP Netbook/Mini NB SVC,HP
UN014E,Extensions de garantie et support,HP 3y House Call/ADP Netbook/Mini NB SVC,HP
UU943E,Extensions de garantie et support,HP 3y Nbd+DMR TROY M3035 Security Supp,HP
UU945PE,Extensions de garantie et support,HP 1yPW Nbd+DMR TROY M3035 Security Supp,HP
UU952E,Extensions de garantie et support,HP 4yNbd+DMR TROY LJ M4345 Security Supp,HP
UU949E,Extensions de garantie et support,HP 3y Nbd+DMR TROY M4345 Security Supp,HP
UT407E,Services de support IT,HP 1 year Support Plus 24 P4300 G2 Storage System Hardware Support,HP
UT406E,Services de support IT,HP 1 year Support Plus P4300 G2 Storage System Hardware Support,HP
UU929PE,Extensions de garantie et support,"HP UU929PE. Nombre d'années: 1 année(s), Type: Sur place",HP
BB191XA,Licences et mises à jour de logiciel,HP Operations Manager 7.x for Win Mgmt Svr Non-Production Failover SW License,HP
UU939PE,Extensions de garantie et support,HP 1yPW Nbd+DMR TROY 9050 Security Supp,HP
T8695DBE,Systèmes d'exploitation,HP -UX 11i v3 Integrity DC-OE w/ServiceGuard CFS E-LTU,HP
UU941E,Extensions de garantie et support,HP 5yNbd+DMR TROY LJ 9050 Security Supp,HP
UN021E,Extensions de garantie et support,HP 4y House Call/ADP /Presario NB SVC,HP
BK415AA,PC/postes de travail,HP Compaq Presario CQ3263CX Desktop PC,HP
BK413AA,PC/postes de travail,HP Compaq Presario CQ3269CN Desktop PC,HP
UE415E,Extensions de garantie et support,HP 4y 4h 24x7 Onsite Workstation HW Supp,HP
UM986A,Extensions de garantie et support,HP 4y House Call Netbook/Mini NB SVC,HP
WG734AA,Processeurs,"HP WG734AA. Famille de processeur: Intel® Xeon® séquence 5000, Socket de processeur (réceptable de processeur): Socket B (LGA 1366), Lithographie du processeur: 32 nm. Canaux de mémoire: Triple canal, Mémoire interne maximum prise en charge par le processeur: 288 Go, Vitesses d'horloge de mémoire prises en charge par le processeur: 800,1066,1333 MHz. Segment de marché: Serveur",HP
VG868AV,Laptops,HP ProBook 4515s Base Model Notebook PC,HP
UN022A,Extensions de garantie et support,HP 4y House Call/ADP Pavilion Ntbk SVC,HP
WG727AA,Processeurs,"HP WG727AA. Famille de processeur: Intel® Xeon® séquence 5000, Socket de processeur (réceptable de processeur): Socket B (LGA 1366), Lithographie du processeur: 45 nm. Canaux de mémoire: Triple canal, Mémoire interne maximum prise en charge par le processeur: 144 Go, Vitesses d'horloge de mémoire prises en charge par le processeur: 800 MHz. Segment de marché: Serveur",HP
UM982A,Extensions de garantie et support,HP 2 year 3-day Onsite Response for 1-year warranty /Compaq Mini Netbook,HP
T2773DBE,Systèmes d'exploitation,HP -UX 11i v3 Serviceguard Storage Management for Oracle E-LTU,HP
T8686DBE,Systèmes d'exploitation,HP -UX 11i v3 Integrity HA-OE w/ServiceGuard CFS for Oracle E-LTU,HP
WG736AA,Processeurs,"HP WG736AA. Famille de processeur: Intel® Xeon® séquence 5000, Socket de processeur (réceptable de processeur): Socket B (LGA 1366), Lithographie du processeur: 32 nm. Canaux de mémoire: Triple canal, Mémoire interne maximum prise en charge par le processeur: 288 Go, Vitesses d'horloge de mémoire prises en charge par le processeur: 800,1066,1333 MHz. Segment de marché: Serveur",HP
UN024A,Extensions de garantie et support,HP 1y House Call/ADP Netbook/Mini NB SVC,HP
WG730AA,Processeurs,"HP WG730AA. Famille de processeur: Intel® Xeon® séquence 5000, Socket de processeur (réceptable de processeur): Socket B (LGA 1366), Lithographie du processeur: 32 nm. Canaux de mémoire: Triple canal, Mémoire interne maximum prise en charge par le processeur: 288 Go, Vitesses d'horloge de mémoire prises en charge par le processeur: 800,1066 MHz. Segment de marché: Serveur",HP
UU948E,Extensions de garantie et support,HP 3y Nbd TROY LJ M4345 Security HW Supp,HP
UU951PE,Extensions de garantie et support,HP 1yPW Nbd+DMR TROY M4345 Security Supp,HP
T8696DBE,Systèmes d'exploitation,HP -UX 11i v3 Integrity DC-OE w/ServiceGuard CFS for Oracle E-LTU,HP
UU940E,Extensions de garantie et support,HP 4yNbd+DMR TROY LJ 9050 Security Supp,HP
BK411AA,PC/postes de travail,"HP Pavilion p6367cx. Fréquence du processeur: 2,93 GHz, Famille de processeur: Intel® Pentium®, Modèle de processeur: E6500. Mémoire interne: 4 Go, Type de mémoire interne: DDR3-SDRAM, Fréquence de la mémoire: 1333 MHz. Capacité totale de stockage: 750 Go, Supports de stockage: HDD, Lecteur optique: DVD Super Multi DL. Modèle d'adaptateur graphique inclus: Intel® GMA X4500, Modèle d'adaptateur graphique distinct: AMD Radeon HD 4350. Système d'exploitation installé: linux. Alimentation d'énergie: 250 W. Type de châssis: Mini Tower. Type de produit: PC",HP
UN020A,Extensions de garantie et support,HP 4y House Call/ADP Netbook/Mini NB SVC,HP
UN019A,Extensions de garantie et support,HP 4y House Call Pavilion Notebook SVC,HP
UN014A,Extensions de garantie et support,HP 3y House Call/ADP Netbook/Mini NB SVC,HP
WG730AT,Processeurs,HP Intel Xeon E5640 2.66GHz 12MB 1066 FSB Quad Core 2nd Processor,HP
T8669BCE,Systèmes d'exploitation,HP Virtualization Manager for Integrity E-LTU,HP
UN019E,Extensions de garantie et support,HP 4y House Call Pavilion Notebook SVC,HP
BB191XAE,Licences et mises à jour de logiciel,HP Operations Manager 7.x for Win Mgmt Svr Non-Production Failover SW E-License,HP
UU944PE,Extensions de garantie et support,HP 1y PW Nbd TROY LJ M3035 Security Supp,HP
T2789DBE,Systèmes d'exploitation,HP -UX 11i v3 Storage Management for Oracle E-LTU,HP
UU953E,Extensions de garantie et support,HP 5yNbd+DMR TROY LJ M4345 Security Supp,HP
UU928E,Extensions de garantie et support,"HP Support matériel 3 ans sur site le jour ouvrable suivant pour Troy LaserJet P2055/M401 Security. Nombre d'années: 3 année(s), Type: Sur place",HP
UN020E,Extensions de garantie et support,HP 4y House Call/ADP Netbook/Mini NB SVC,HP
CFD 3400,Réfrigérateurs-congélateurs,"Candy CFD 3400 A. Emplacement charnière de porte: Droite. Capacité nette du réfrigérateur: 199 L, Lumière intérieure du réfrigérateur. Capacité net du congélateur: 53 L. Couleur du produit: Blanc",Candy
WJ990ET_NK033AT,PC/postes de travail,"HP Compaq Elite 8100 Elite MT + LE1851w. Fréquence du processeur: 3,33 GHz, Famille de processeur: Intel® Core™ i5, Modèle de processeur: i5-660. Mémoire interne: 4 Go, Type de mémoire interne: DDR3-SDRAM, Fréquence de la mémoire: 1333 MHz. Capacité totale de stockage: 500 Go, Lecteur optique: DVD-RW. Modèle d'adaptateur graphique inclus: Intel® HD Graphics, Modèle d'adaptateur graphique distinct: Intel® HD Graphics. Système d'exploitation installé: Windows 7 Professional, Architecture du système d'exploitation: 32 bits. Type de châssis: Mini Tower. Type de produit: PC. Couleur du produit: Noir",HP
WJ990ET_NL773AT,PC/postes de travail,"HP Compaq Elite 8100 Elite MT + LA2405wg. Fréquence du processeur: 3,33 GHz, Famille de processeur: Intel® Core™ i5, Modèle de processeur: i5-660. Mémoire interne: 4 Go, Type de mémoire interne: DDR3-SDRAM, Fréquence de la mémoire: 1333 MHz. Capacité totale de stockage: 500 Go, Lecteur optique: DVD-RW. Modèle d'adaptateur graphique inclus: Intel® HD Graphics, Modèle d'adaptateur graphique distinct: Intel® HD Graphics. Système d'exploitation installé: Windows 7 Professional, Architecture du système d'exploitation: 32 bits. Type de châssis: Mini Tower. Type de produit: PC. Couleur du produit: Noir",HP
WJ990ET_EM886AT,PC/postes de travail,"HP Compaq Elite Compaq 8100 + LE1711. Fréquence du processeur: 3,33 GHz, Famille de processeur: Intel® Core™ i5, Modèle de processeur: i5-660. Mémoire interne: 4 Go, Type de mémoire interne: DDR3-SDRAM, Fréquence de la mémoire: 1333 MHz. Capacité totale de stockage: 500 Go, Lecteur optique: DVD-RW. Modèle d'adaptateur graphique inclus: Intel® HD Graphics, Modèle d'adaptateur graphique distinct: Intel HD. Système d'exploitation installé: Windows 7 Professional. Type de châssis: Mini Tower. Type de produit: PC. Poids: 11,2 kg. Couleur du produit: Noir",HP
WJ992ET_EM886AT,PC/postes de travail,"HP Compaq Elite Compaq 8100 + LE1711. Fréquence du processeur: 3,2 GHz, Famille de processeur: Intel® Core™ i5, Modèle de processeur: i5-650. Mémoire interne: 2 Go, Type de mémoire interne: DDR3-SDRAM, Fréquence de la mémoire: 1333 MHz. Capacité totale de stockage: 320 Go, Lecteur optique: DVD Super Multi. Modèle d'adaptateur graphique inclus: Intel® HD Graphics, Modèle d'adaptateur graphique distinct: Intel HD. Système d'exploitation installé: Windows 7 Professional. Type de châssis: SFF. Type de produit: PC. Poids: 7,6 kg. Couleur du produit: Noir",HP
WJ990ET_NK570AT,PC/postes de travail,"HP Compaq Elite Compaq 8100 + LE1901w. Fréquence du processeur: 3,33 GHz, Famille de processeur: Intel® Core™ i5, Modèle de processeur: i5-660. Mémoire interne: 4 Go, Type de mémoire interne: DDR3-SDRAM, Fréquence de la mémoire: 1333 MHz. Capacité totale de stockage: 500 Go, Lecteur optique: DVD-RW. Modèle d'adaptateur graphique inclus: Intel® HD Graphics, Modèle d'adaptateur graphique distinct: Intel HD. Système d'exploitation installé: Windows 7 Professional. Type de châssis: Mini Tower. Type de produit: PC. Poids: 11,2 kg. Couleur du produit: Noir",HP
C11CA70313,Imprimantes jets d'encres,"Epson Stylus Office BX525WD. Couleur, Nombre de cartouches d'impression: 4. Résolution maximale: 5760 x 1440 DPI. Taille de papier de série A ISO maximum: A4. Vitesse d'impression (noir, qualité normale, A4/US Letter): 36 ppm. Impression recto-verso. Réseau prêt à l'usage. Wifi",Epson
UE55C6500UWXXH,TV,"Samsung UE55C6500UW. Taille de l'écran: 139,7 cm (55""), Résolution de l'écran: 1920 x 1080 pixels, Type HD: Full HD. Couleur du produit: Noir",Samsung
C11CB08304CE,Imprimantes multifonctions,"Epson Stylus Office BX305FW. Résolution maximale: 5760 x 1440 DPI, Vitesse d'impression (couleur, qualité normale, A4/US Letter): 15 ppm. Résolution de numérisation optique: 1200 x 2400 DPI",Epson
D-NE240S,Lecteurs de CD,"Sony D-NE240. Format des disques de lecture: CD audio. Type d'appareil: Lecteur CD portable, Couleur du produit: Argent, Capacité de CD: 1 disques. Type d'écran: LCD. Commande de volume: Numérique. Poids: 210 g, Profondeur: 140 mm, Hauteur: 32,7 mm",Sony
SERIE 7 790 (ANCIEN),Rasoirs pour homme,"Braun 790cc. Système de rasage: Rasoir à grille, Couleur du produit: Noir, Acier inoxydable. Technologie batterie: Lithium-Ion (Li-Ion), Temps de charge: 1 h, Temps de charge rapide: 5 min. Technologie de connectivité: Sans fil, Opération sans fil: 50 min",Braun
AWM1000,Machines à laver,"Whirlpool AWM 1000. Type de chargement: Charge avant. Classe de lavage: A. Vitesse d'essorage maximale: 1200 tr/min. Consommation d'eau annuelle: 18400 L. Couleur du produit: Blanc. Largeur: 686 mm, Profondeur: 785 mm, Hauteur: 965 mm",Whirlpool
KDV28V00,Réfrigérateurs-congélateurs,"Bosch KDV28V00. Capacité nette totale: 250 L. Emplacement charnière de porte: Droite. Niveau sonore: 41 dB. Capacité nette du réfrigérateur: 196 L, Lumière intérieure du réfrigérateur, Nombre de clayettes/bacs du réfrigérateur: 4. Capacité net du congélateur: 54 L, Capacité de congélation: 3 kg/24h. Consommation annuelle d'énergie: 298,94 kWh. Couleur du produit: Blanc",Bosch
CFM 3260 E,Réfrigérateurs-congélateurs,"Candy CFM 3260 E. Emplacement charnière de porte: Droite. Capacité nette du réfrigérateur: 190 L, Lumière intérieure du réfrigérateur, Nombre de clayettes/bacs du réfrigérateur: 4. Capacité net du congélateur: 87 L, Capacité de congélation: 3 kg/24h. Consommation annuelle d'énergie: 248 kWh. Couleur du produit: Blanc",Candy
633174,Rasoirs pour homme,"Braun Series 3-340 W&D Float System. Système de rasage: Rasoir à grille, Couleur du produit: Bleu. Source d'alimentation: Batterie, Technologie batterie: Hybrides nickel-métal (NiMH), Temps de charge: 1 h. Opération sans fil: 45 min",Braun
HT-SF100,Systèmes home cinéma,Sony HT-SF100,Sony
TAS6517,Machines à café,"Bosch TAS6517. Type de produit: Cafetière à dosette, Capacité du réservoir d'eau: 1,8 L, Type d'entrée à café: Capsule de café. Type d'écran: LCD. Puissance: 1600 W. Couleur du produit: Marron",Bosch
2126147,Jeux vidéos,"Nintendo Wii Sports Resort. Plateforme: Wii, Valeur ESRB: Tout le monde, Développeur: Nintendo EAD",Nintendo
ST3200542AS,Disques durs,"Seagate Desktop HDD ST3200542AS. Capacité disque dur: 2 To, Vitesse de rotation du disque dur: 5900 tr/min",Seagate
711719157755,Jeux vidéos,"Sony Killzone 2 Platinum. Plateforme: PlayStation 3, Valeur ESRB: M (Mature), Date de sortie: 02/2009",Sony
MSHX8A-PSP,Cartes mémoire,"Sony 8GB MS PRO-HG Duo. Capacité: 8 Go, Type de Carte Flash: MS Pro-HG Duo, Classe de mémoire Flash: Classe 2, Vitesse de lecture: 30 Mo/s, Vitesse d'écriture: 20 Mo/s",Sony
HT-503TH,Systèmes home cinéma,"LG HT503TH. Type de lecteur de disque optique: DVD player, Types de disque supportés: DVD-RAM. Canaux de sortie audio: 5.1 canaux, Puissance évaluée de RMS: 500 W. Puissance RMS du haut-parleur central: 70 W. Puissance des satellites RMS: 350 W. Puissance RMS du Subwoofer: 150 W",LG
VCL-E07A,Lentilles et filtres d'appareil photo,Sony E07A Grand angle,Sony
40X5096,Pièces de rechange pour équipement d'impression,"Lexmark 40X5096. Compatibilité des périphériques: Imprimante laser/LED, Compatibilité de marque: Lexmark, Compatibilité: c734n, c734dn, c734dtn, Couleur du produit: Noir",Lexmark
0957-2271,Adaptateurs de puissance & onduleurs,"HP 0957-2271. Type d'alimentation d'énergie: Intérieure, Tension d'entrée: 100-240 V, Fréquence d'entrée: 50/60 Hz. Couleur du produit: Noir, Matériau du boîtier/corps: Plastique. Matériel: Plastique",HP
AWE06USZ,Stations d'accueil,"Targus AWE06USZ. Dimensions (LxPxH): 238,8 x 208,3 x 38,1 mm",Targus
DFS2536,Lave-vaisselles,"Beko DFS2536. Placement de l'appareil: Pose libre, Couleur de la porte: Blanc. Nombre de couverts: 10 couverts, Niveau sonore: 50 dB, Durée de cycle: 140 min. Consommation d'eau par cycle: 13 L, Consommation d'énergie par cycle: 1,01 kWh, Charge connectée: 2200 W. Largeur: 448 mm, Profondeur: 570 mm, Hauteur: 850 mm. Classe de séchage: B, Classe de lavage: A",Beko
9123675,Jeux vidéos,"Sony Ratchet & Clank: Size Matters. Plateforme: PlayStation Portable (PSP), Valeur ESRB: Tout le monde de plus de 10 ans, Date de sortie: 02/2007",Sony
